reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOGgeELfGURDhVSMRz4tm0aAXHNJabTM2y68oWHAX-9BfnxSE_kKVVutubro6xMBupBp5Zxi4FnM0cq7YjA,Jesus Santoyo,https://lh3.googleusercontent.com/a-/AOh14Gj13GvKixx9GD6OUCtjCpPvZ1-CHMC1qlyv0VAbHA,Love it,5,0,3.59.0,2020-06-29 17:27:56,,,newest,com.offerup
gp:AOqpTOFZQYRA7BQbKSx6WvKey7vMIqywSoUL0R7Z5zWQA49HH2Oi6MYedY_Q1wH_ySMtp4brYZMRY_wbq22qcbI,Mike Scott,https://lh3.googleusercontent.com/-Xflql70BvbI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckhspEgZS3j0VVgMOnYV60VeRphTw/photo.jpg,I've had a good time on offer up great deals,5,0,3.58.0,2020-06-29 17:24:27,,,newest,com.offerup
gp:AOqpTOHfCvevzEWiR-cWcH-VgyVsdoLAjjHWVqrdO3_4Cg5eYgxmNXZ7MaM7-9qLf4uzO5B8gVFfD4Acou8YiQM,Music Phone,https://lh3.googleusercontent.com/-USS58zfG-OA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmlQQ74eeBCPFtBsC9sLdhRNj-47w/photo.jpg,Good,5,0,,2020-06-29 16:46:17,,,newest,com.offerup
gp:AOqpTOF85jhewDvfIhZqLG_K_h-_B3x8YQ87qdJObqTpXzMoW8bnUHJVIBqaFWPHIBcGNQNqP3fM3M5BgHEIEbk,brandon niblack,https://lh3.googleusercontent.com/-983fZ1MU6I0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmknnIfxN2GMP6mvu1M9K1k-3jI7A/photo.jpg,great sales tatics,5,0,3.23.0,2020-06-29 16:16:03,,,newest,com.offerup
gp:AOqpTOFbktLWu6hgbmRMukFcJL1HczNZY6NMhuLaCqbVGUKbN6Cc7UGs_ZQp-uwzAH3Gh0CJwtDDjAX754Q5r0Q,Melanie,https://lh3.googleusercontent.com/-hD_nwlJiWrI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmA-sSUYtPQ3gDj_UwXnHPQH-YmoQ/photo.jpg,Great deals. Find what you need when you need it close to home,5,0,3.59.0,2020-06-29 16:00:56,,,newest,com.offerup
gp:AOqpTOHvxvggdZrVLVQLqzChcBTQWCiTHR6mKKRusGEgKGaMQ0pvljMtoSYk5fjpvU10pywMonx6PT-wfoZoMq0,Orlando Lozano,https://lh3.googleusercontent.com/a-/AOh14GhvW13C7aEIsIj6-s5tIA99UAqyt1M3j_UoZ9Y2cg,Excellent,5,0,3.59.0,2020-06-29 15:56:53,,,newest,com.offerup
gp:AOqpTOGDmDyq5qkxbjwzBmIlFLu57ebm5YzXwZQRGUhuEKZDnKbUg8eqmKlmnoj6yzDDzOUy3r9obtaEB-9ui7s,Jose Antonio Mendez Jr,https://lh3.googleusercontent.com/a-/AOh14GgwK2eqEqJ58n8msqRsvDC6ZWHhpSQENiNLXPPGrw,I'm very extremely satisfy with your mobile app👍👍👍👍👍👍👍☕☕☕keep up your outstanding work 👌👌👌👌👌👌,5,0,3.58.0,2020-06-29 15:55:44,,,newest,com.offerup
gp:AOqpTOEJt0QI1XwPvN1GseFajLk17g-pZPhfIg0LDA663UDzOBsaAOdeZi8qQaV4ysnL7fnnWTci0orO6kx3-J0,Andre ROMAN,https://lh3.googleusercontent.com/-1mImehSXEuI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmF2H337yQOsIctfiTJnk2A0MVsCg/photo.jpg,Very good.,5,0,3.59.0,2020-06-29 15:45:55,,,newest,com.offerup
gp:AOqpTOHtz46YLDpJ3fKn6kbHeQzsNGyU-6q1Yjq4GMBv5W1Sncf6cyo90r48HXi8JSUdySJw51Q9drSBamP0dKU,Sebastiana Guillermo,https://lh3.googleusercontent.com/-P3_sJdJg-L4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmlRol07g4KgYjCythLQ9Q67ZFYsQ/photo.jpg,Can found what I need 99.9% percent of the time,5,0,3.59.0,2020-06-29 15:42:56,,,newest,com.offerup
gp:AOqpTOGPIs_-vYPnY-uwbnQGw1Ro7NJi9U4RNoGYjny3CGTg4w55McZRdgdF38rytQqAR-uhLuS1uZJLcF9fyLI,Catalina Bruno,https://lh3.googleusercontent.com/-2VuUi2Tbqs8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmzH5njFxeoIofN26_i5wyTUe5YcA/photo.jpg,Great,5,0,3.59.0,2020-06-29 15:18:06,,,newest,com.offerup
gp:AOqpTOG1XpoC5Uzrh0p1-68Tf52QxbTZaGa_6oyyx0wthJgNZrAVKTSTx4B0950P1aTmxTW-bPJs2su6OQ7A4aI,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,wonderful,5,0,3.6.0,2020-06-29 15:11:00,,,newest,com.offerup
gp:AOqpTOGyvlgYoGhYqlQ6rPpqfqJjH7NU1QGhio3eXlzosAJYCTt5y3NPImFSa6hXdN49vCHne-CLyXobziGnZ8A,Reginald St Brice,https://lh3.googleusercontent.com/-uDf_ycHs9UY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmwB2eWVEOhbmobdQLDiBHFO9tqEw/photo.jpg,Offer up is the best,5,0,3.59.0,2020-06-29 15:01:44,,,newest,com.offerup
gp:AOqpTOG2_zsLiQe2_YhL-FmO461leYWLuNwmesV6SA7ZUkzMyZsNJbkV7lbZNtv9mQt6ld5KpnS6GEFQPb0TUo0,Hak focus,https://lh3.googleusercontent.com/a-/AOh14GjUoqlh38YORWoxfr9DYZ8Ma6IC7u01WqxxNRo6Sg,Been able to sell my stuff through this app successfully,5,0,3.59.0,2020-06-29 14:40:22,,,newest,com.offerup
gp:AOqpTOGT96cLTVbjKSm0MWb1CxcYpojBrgMVQLRKP1zWte3MXE0-octYT9hAb3XINa7CQGNuaNoC2nU9Gm3ra9o,Krystyn Whitson,https://lh3.googleusercontent.com/-V7D9kxYKhFM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn-iNjY0YaCEFMRd7KBNuPEqqaOXA/photo.jpg,Good stuff works great as a website dor selling and buying,5,0,3.59.0,2020-06-29 14:28:24,,,newest,com.offerup
gp:AOqpTOEV87rd2wB99wa3nonyTlbwdzYpawy7uhiH7UiCKQoF4Ae0ZRIY7emBwRExVbJK4sR5Sa3_aKleydMud4g,Evelio Fuentes,https://lh3.googleusercontent.com/-62vEweEk9Xs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl4UcbS2NHd7Je5rE6q2pJPrLkHqA/photo.jpg,Good so far,5,0,3.58.0,2020-06-29 14:15:17,,,newest,com.offerup
gp:AOqpTOHJ0uxQ7vgwe4sG2E80Eu8KMS0zrb3PW_BxX6NpgVBsRChzvtXMBijIdMFqFhP9UxFuMg6lHJ9VW7wMK3A,FMS 7022903630,https://lh3.googleusercontent.com/-IxhREeIEQBE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmDLGTBAWodhq0f74iWw8GqFNHNTw/photo.jpg,Great,5,0,,2020-06-29 14:11:23,,,newest,com.offerup
gp:AOqpTOGj7C1aj2-Cy4GufJ8On6JQCoEx_DSe1bcyLPi-IFsabtiohpJ1O0p0kRez9w6vCetfcMW5rQ9WHukB1f0,Niara James,https://lh3.googleusercontent.com/-sPfSgIlRlTQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclK8QrFFZ2-Jl0xKNWnuh6G6srRJQ/photo.jpg,It's a good app bc u can just past thing that you don't want to the next,5,0,3.59.0,2020-06-29 13:53:22,,,newest,com.offerup
gp:AOqpTOGK05ELIli8sm_FfkKvRw0C7pOLKwRbLEG5USgZDEDEl41lFGUcLAaIWDSP8wH4NPir4DuQs53zARuZiKA,Teresa Alvarez,https://lh3.googleusercontent.com/-sTi3aO8brFo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclSvcFMLQDbi_B1eHP2Wvjyx9ysqw/photo.jpg,Great,5,0,3.59.0,2020-06-29 13:42:43,,,newest,com.offerup
gp:AOqpTOEsbauFPjm24xKqqHNr3ybBn0wAyu2cM_55w6HUI2gdbiuSU0jMzMx48b6YBYEnluRDWb6S3AZcphuBU0A,Gina Ciulla-Bentley,https://lh3.googleusercontent.com/a-/AOh14GguPcYKexxAQnh0tTsTiuTq52iV7Y_-gtCQPnkHBF4,UPDATE......after a few emails back and forth OFFER UP FIXED THE PROBLEM and kept In CONTACT with me.THEY HELPED ME FIGURE OUT THE PROBLEM AND WORKED ON GETTING ME UP AND RUNNING. ...; THANK YOU OFFER UP GOOD LOOKING OUT!! ... Gina !,5,0,3.59.0,2020-06-29 13:40:45,,,newest,com.offerup
gp:AOqpTOHDjvSQ_eQQkgUiVQXGUiZceFT1Pc-TTqs-GhTGkX-9OsDPm78itpoCJTeiF1D0QvUIFOIgLhLnSX5be3g,Helen Mendez,https://lh3.googleusercontent.com/-qI1T-yqTe5w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnvBfAZCvNqqPVPEk0K0OjT7uHxyA/photo.jpg,Great deals when not employed,5,0,3.58.0,2020-06-29 13:35:57,,,newest,com.offerup
gp:AOqpTOGY6LAq1kYgd08D1L6hDztsjVQdcv4DR2yPXtKvtGWnAydizhMCOUQ4eVxJNaCCoFdOqbxxKExjbgIn7U4,Jeremy Hanes,https://lh3.googleusercontent.com/-4bAeZHN30M8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmG1dJ13KvDx2T5C_uTYjfGg0qcrQ/photo.jpg,Great app to sell on. Do nit use mercari they are crooks. They will keeo yoyr money,5,0,3.59.0,2020-06-29 13:34:10,,,newest,com.offerup
gp:AOqpTOFF2sFIpTp8bMkv0A_3bDhIJ0zBywmbERsaElLn1rWTd0yTb8o96Ik-Q45cTe-A3vpStXbeTNpXzMD2zr0,Imani Albrow,https://lh3.googleusercontent.com/-E2nV9S1Ok18/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclV3wrNi0XUXW-2hYSzps14q-bmKg/photo.jpg,Good,5,0,,2020-06-29 13:33:09,,,newest,com.offerup
gp:AOqpTOHoFCmJem23eaFdBWIv4OHQuxAzxqreeTV42FMrhkymjOeDdSrfdr1wLCaaBRHsCo-IEfyej-9I7G_nLJA,Chance Reed,https://lh3.googleusercontent.com/a-/AOh14Gj-bb2E1Mm9Vz2ZbgIWcFw6qJZzwIQsOBzP0H3Y,Great,5,0,3.59.0,2020-06-29 13:30:02,,,newest,com.offerup
gp:AOqpTOGGSHuvEkc4FyrlNq6AC8EAZLcixMQRLNJb-3Mgy4FggtcoEHIOAfT_dc82gqnXB2yYsKkHQK2gtddgplw,John Lewis,https://lh3.googleusercontent.com/a-/AOh14GhAtI2mLOzfukXRWeaCISu5_8JXelKPUpvn6WCihw,Great app lots of stuff others don't need that someone does .,5,0,3.59.0,2020-06-29 13:06:02,,,newest,com.offerup
gp:AOqpTOFmvVGvA9E6PGOSVYwTxhpfSecn89wrdsv3xaI6j-t8PSC42Qiv0rT7HdWdnCTcLEbVjEGFB086vT6DTk4,Arnold Aguilera,https://lh3.googleusercontent.com/-Gowg5bP_n_E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm8eY8Oo9NKkdTNTaGjxobadsjXkg/photo.jpg,Easy to use!,5,0,3.59.0,2020-06-29 12:44:53,,,newest,com.offerup
gp:AOqpTOH37vvbgZtfGBCjSKjG2SDZPUh5jLaeXR2EWNHn9RBKCGJjv1BC7q9F8RpS9o_EHTDqhyKR0pS8eRFA1Qw,viktoriya krykun,https://lh3.googleusercontent.com/a-/AOh14GjHzllfpt124i0E2xs4mXUSfvj7G3nYgfhK3UQe,Love it!!! Sold everything possible!,5,0,3.58.0,2020-06-29 12:32:23,,,newest,com.offerup
gp:AOqpTOHCa0RK-Bi0AGorVEAck-BjTKuFXEsZeQnyI3Zm_H_r0kap7d31z2Nz-R0d-IWCSmoeuez2KOr7oojKC1A,Dan Gage,https://lh3.googleusercontent.com/-8nQySb9pmf4/AAAAAAAAAAI/AAAAAAAAABY/AMZuucmc6w--Yp3fpv0pK3V8ZUea8Pu3Tg/photo.jpg,Great app made lots of $ and friends.,5,0,3.59.0,2020-06-29 12:15:12,,,newest,com.offerup
gp:AOqpTOGGgnfSXIATRHUDUMb78AfquyCSiZ21G3iKcd20V4_qdPFUA6B201Eqt9PVUn2lrWwFkRGcnJDGmNCPvy0,Mike Goldsmith,https://lh3.googleusercontent.com/a-/AOh14Gj-Zz9vdkFPALLPxGOhMCTHfTWxYCw2-1CgDrBk,Great app to sell and buy,5,0,3.59.0,2020-06-29 12:09:55,,,newest,com.offerup
gp:AOqpTOEkOgIeDKNoLma-VK-0P09DVKK-5fw9TeqG_YhzEgLegAOp3L0rFl4IwFnByLVOpzSf_Kzt0LL7BytTVsc,B&S hunters,https://lh3.googleusercontent.com/-rx8AXP5CQa0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckFOVJEyrdxA03slLtdXmeHN4kZoQ/photo.jpg,Its alway bin pleasant,5,0,3.59.0,2020-06-29 11:41:46,,,newest,com.offerup
gp:AOqpTOGQXdOQ1S3cHj3DZtQ6r-jmuUZrynizYx4pikcQChGqne6i4bxLlqPjSp2eDIFaTjVHeyMx_KnZmLAXe1k,Joe Brown,https://lh3.googleusercontent.com/a-/AOh14Gi2hrPPba0hnbEPfpgJ-eYP5hghb-RhN74kwwQYTQ,Great,5,0,3.58.0,2020-06-29 10:50:14,,,newest,com.offerup
gp:AOqpTOHLZQlZl4ChV58UFRpNAB-BmXKhEoa-vYlaulH2m4GMfK6pfEjvi_Oocr4wkj1qi-sll-cRVKG0QMGEqmk,Leonard Thompson,https://lh3.googleusercontent.com/a-/AOh14GhLSBzKG7jhYrXRsRjVVtitSeHzy6Q0t5IjtnJTRA,Fn Awesome,5,0,3.59.0,2020-06-29 10:35:22,,,newest,com.offerup
gp:AOqpTOGeI-qbvjfjcgsM6GFApES7ib2l5fVQXoqrtIKH3RoRLYvFugB97RSdQo7sH3mlYKO4Bg4HyCJCpSvrcG0,Bad Cuervo,https://lh3.googleusercontent.com/a-/AOh14Gjn5nJJNOdEnUpAaSvdk0p0mqfLghj-_b31hR9RMp4,I love this app is 100% better than craigslist,5,0,3.58.0,2020-06-29 10:25:07,,,newest,com.offerup
gp:AOqpTOFRiPTuSwTcVLv0VmLlA_pyh6ihwQeqtKia2oQUew0utyZkEdY0osIn5zfPLEkljJYLt4GXD4Mj3RAOTwQ,Lusy Peeva,https://lh3.googleusercontent.com/-QEFCXLXOmOo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmmHpBXWke7TstmazKuV1dfSHG7GA/photo.jpg,Good,5,0,3.59.0,2020-06-29 10:16:07,,,newest,com.offerup
gp:AOqpTOGZtu-Z2WoOL1L8tcVRBJyIH4Ze-86JuSgjhStl2C1GxgFuz6nb-0pjCYzVfOrY3Td9oZv_fIzfoXCql-A,Dale Trisco,https://lh3.googleusercontent.com/-nVxPrmnCEYE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnWKmMHEOTyKQRB2F4jvtiDj6_5YQ/photo.jpg,Love it,5,0,3.54.0,2020-06-29 10:07:12,,,newest,com.offerup
gp:AOqpTOFcW4LLX6RfMKpyiOI0BjuLsYEi-IFwVU_nS5B9wKdlQHbEckfoYj9cP78CwdMiTSzwi9lLli0hjkHM-uw,Larry Bunker,https://lh3.googleusercontent.com/a-/AOh14Ggwm6sGw_kr95phcJkbgVb_PYbEA18pDzuJL6MbEQ,Nice to see what's for sale close around you,5,0,3.59.0,2020-06-29 10:01:43,,,newest,com.offerup
gp:AOqpTOHHux600YXN-vCu6QNwzO4hgGLVa8yJxO7z8TLdAD_ErJyqSXCt8PwZTSX1qDyWXpVLlpFNPPX1zBKELXc,Rita Castillo,https://lh3.googleusercontent.com/-yc_9uGGbPoc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckaSm8R6oj8vejq8-Gg9etgrabiyw/photo.jpg,Great items at reasonable rates! Easy to navigate and post your own offers.,5,1,3.58.0,2020-06-29 10:00:08,,,newest,com.offerup
gp:AOqpTOFxIZo3ro3z8R5zwENoNzxobsFEoXO1dqxU9hJzxQQZElqQBFa5ZQfLxCoFH1LGtTw6t-iwtYqMD9XTNAM,Tammy Milligan,https://lh3.googleusercontent.com/a-/AOh14GhAT861FnnCfLHXZADqHLFBqOyPchDVNo28JTrMAg,Love the prices some of them can be extremely expensive being that they're used but other than that I love it,5,0,,2020-06-29 09:38:16,,,newest,com.offerup
gp:AOqpTOH0qDtr12vGsyk7zueaObJq5Rv11k3aD-kZJIkDvxCKYLPiHU4H3ty7FHxWXFjgiBpupPo_OYJSta5QhdI,Henry Gelisanga,https://lh3.googleusercontent.com/-zTvyDCTuO1U/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclMN4EfotQ03JiwAvF-rKyR9JTSMg/photo.jpg,Good,5,0,3.59.0,2020-06-29 09:24:02,,,newest,com.offerup
gp:AOqpTOGe7EKfYNM-MlKkdsisLZN5-2hPQGy1MNTQo28aIPVl5Yoi2CDh4oJOoD4FCoNDbNkmPWOmpfyuqYuAUKg,Mirlande Pierre,https://lh3.googleusercontent.com/-iBan3VzAr34/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm6-RqVYbA2CdHrL5ZjOZWp75ezSA/photo.jpg,I got good deals,5,0,3.58.0,2020-06-29 08:21:27,,,newest,com.offerup
gp:AOqpTOEJr2MMQ5lWBpdJQ597HHHWlUUfbfYvK4h2YmEkaeeuMpuUsF_4n2gNqTwckqveM7bUKSM5PJdcKXUYF34,Sandra Mejia,https://lh3.googleusercontent.com/-atK5NqGKSY4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm7hSjzZSt-NdaNBlYayWwGxmtTJg/photo.jpg,Great,5,0,3.58.0,2020-06-29 08:19:21,,,newest,com.offerup
gp:AOqpTOE7GgXalkt70TVIrblzZfnIjTkOWTGCUFK2O2UVlSOc1uXzeFxLAjyOT01Fbqr54U2G7rDllX8qXaHIyOA,Dont Knowu,https://lh3.googleusercontent.com/-n52LSVmUE6k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn617PWpvI-GZMVuuVCEhG0Se4Lyg/photo.jpg,Wonderful....,5,0,3.59.0,2020-06-29 08:15:26,,,newest,com.offerup
gp:AOqpTOGRAphpp4Iiel6I-TNq2ubpBHcYPvjEmafQjeu9v4u3KCbb6bB3dOUAi88jLokUrQpNOoTGxNDZVT07g7s,James Burr!,https://lh3.googleusercontent.com/a-/AOh14GhkJBXM3b7wKqte9P29XYXFp6MlzhonEQHTtGx-_g,Go 2 of my dream tucks on it,5,0,3.59.0,2020-06-29 08:08:33,,,newest,com.offerup
gp:AOqpTOGpJABo5XGeKRPhrUHz0U4PpA7k6-AeiJ_9FpzpJrBIXDZbRblK5MlMTYWwgoc-8xKsWasduIBiGD54KWs,Charlie Amiano,https://lh3.googleusercontent.com/-x2TBOq_cero/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucndW7mEph3I2mr3cWfphGdTHSs5-Q/photo.jpg,Great people site is set up to sell,5,0,3.59.0,2020-06-29 08:00:34,,,newest,com.offerup
gp:AOqpTOFPzBLoSbCKkhogZHSHciXsYPHQdzWLou6B1qXFHzzrO0p84M7ljMsow4dL4JuVZg6V9ksiq6KJaBiMvjc,Missy Holley,https://lh3.googleusercontent.com/a-/AOh14GgjaQjiaLYp_63BdeivyFLaCOIBapFB0QnCEWk3A0c,Great experience. Absolutely 💯 love this app. Don't buy anything new !,5,0,3.59.0,2020-06-29 07:52:22,,,newest,com.offerup
gp:AOqpTOF-FxelkbsEVocRmE7fCloE9TgiUEYjSVq9PQQJiKvb3QyR581Ay0rSuyE6aovmdj3KREWO4vP1org4oP4,melinda Branton,https://lh3.googleusercontent.com/a-/AOh14GjL3gY8Yt01GvmSXHWdqRPk6_BufknUM_k58Xf2wg,"The Best site for listing items for sale! Easy to post and I'm successful at selling most all items I place on OfferUp..Good Luck,😃",5,0,,2020-06-29 07:47:14,,,newest,com.offerup
gp:AOqpTOERDgnnv7vt1lUaH-DyZRa4YWPzIc4iaK8gkSyLxkZOauYPcZsUfU7jjdUwK2LZ4iXSXb7S8G2rnRaFyNA,Henry Johnson,https://lh3.googleusercontent.com/-3qk7yWwOxOo/AAAAAAAAAAI/AAAAAAAAAsg/AMZuucmhxk5CG54GjMjHmGFZTRGstirxaw/photo.jpg,"Improve your block clients, you have to go through to much to block a weird oh, some people just nuts out the shell, we need to block at the touch of a button, Simple, Block Usage, Just like letgo! You need to take a page from that developer! An That's Real Rap! PS. But Still Great! Gary Johnson, West Philly!",5,0,3.58.0,2020-06-29 07:46:10,,,newest,com.offerup
gp:AOqpTOHeMbjPhOhywrWu5_WCC4dkiSO8WI5UZkgXwpNIlqiQQ4fBYeLeMew1cFsrTpDzTkl00IrKdGQuNWHob8k,Erick Lopez,https://lh3.googleusercontent.com/-avFl1gEQrII/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucklWqGlPqgW8RzuRCnIO6xaXC7hiQ/photo.jpg,Good ap,5,0,3.59.0,2020-06-29 07:34:14,,,newest,com.offerup
gp:AOqpTOGmRhPaUDn1qrtQLwljsLjQF9U4OS87qb_GbfYhUZPadscrrJ7tK2gSnbEEaTPzcSGxGnIimATDIzL4tYA,Gina Laveglia,https://lh3.googleusercontent.com/-FEamFCQwtNg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucktW_jTolAAg2oTlIJB2mph2ySzFA/photo.jpg,Good app if looking for used items. Pictures could be better.,5,0,,2020-06-29 06:44:00,,,newest,com.offerup
gp:AOqpTOHmV5leTPqRKMBZhus9ISnx9RUBjnnzVG7YibhBLgkhQ33rPxKV0axQRlybJ7uuIK545JKi0GJiFBASejk,Big Mac,https://lh3.googleusercontent.com/-_6aZuPD5FUw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnWq5M4D5phqgKm652pV4wWM4C2UA/photo.jpg,Good,5,0,3.59.0,2020-06-29 06:33:12,,,newest,com.offerup
gp:AOqpTOFuO-Bz-Y9sHW3qhX-uV6YWWYYJ7cIJdn139hxFN9H4VO8kq8ohmBCFG5GK-SEX17cbt8Ar5-tHn2QxW7Q,Michael 1,https://lh3.googleusercontent.com/-u51ViuHy5ds/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn-ZjUtpYWytb0-75buvIUK3B7XEA/photo.jpg,I really like I search every single day. Updated: 7/20 love it. Wife hates cause I'm always buying stuff.,5,0,3.58.0,2020-06-29 06:24:27,,,newest,com.offerup
gp:AOqpTOFTspqQdPN-0p_BiPO5ob7-UnoURTWrsQ1x2JthkUXlgEzO5DbJBB-jbQzXiMHU5LFdFdIOMTfujMeL-zU,mixed admonition,https://lh3.googleusercontent.com/a-/AOh14GhOHpEFOGM5yhsfyGEAw4Sj6by7MdOU34dy0Xwi6oM,So far so good!,5,0,3.59.0,2020-06-29 06:16:05,,,newest,com.offerup
gp:AOqpTOEgPN7AkEoEg8roCi2tNoDfJ15IGP-9a_i8f1Xm0H-oQwZZTvTR53uG1bQdfJdK86Qa2ryhDLzFWzUPKUY,Carol Stocks,https://lh3.googleusercontent.com/-rVex6uDIgQM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmxQGuIG0BVrgEGtp1vurJYjfI9TQ/photo.jpg,Great app to sell anything you no longer want! Quick and easy to use,5,0,3.59.0,2020-06-29 06:04:40,,,newest,com.offerup
gp:AOqpTOFI4W7R-Bod38J5wbRr96xhARhESNWUAJur335_98U1_gQOdKPNoeqnlfEV9RK5fC5iajLC5cpttA6SriA,Heather Livingston,https://lh3.googleusercontent.com/-UjUbg53r7-M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclgA7VivwMQcrHl_d91vpvYOPOAgg/photo.jpg,I been on off up for more than three years and still love it.,5,0,3.59.0,2020-06-29 05:17:32,,,newest,com.offerup
gp:AOqpTOELLtjEUEU2DERJ6I0AqCE7_ZTLKzHCH0QFlW_C8y45VKragrGDJPlsjV7GR1r2Ib5Brww6MKChvrKKQBw,Jayzus ShuttlesWorth ix,https://lh3.googleusercontent.com/a-/AOh14GghEeRx7Bf6-ZbxO0oBX0MM4qDeGfeo2PvRUPjg,Great deals,5,0,3.43.0,2020-06-29 04:35:07,,,newest,com.offerup
gp:AOqpTOETamiIntxLbV9lhvYcXLli5cnSHyPhptdUIpgdnS2CziJ5whyLD2MW0SBZkVRDVobRYotNSCBNX5uY53U,Ray Frias,https://lh3.googleusercontent.com/-w-2AGSVXh24/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmXkKNyIE2cdyljSSWEVavEGjCLXw/photo.jpg,First time i used OfferUp i listed my car and it sold in less than 4 hours.,5,0,3.59.0,2020-06-29 03:52:09,,,newest,com.offerup
gp:AOqpTOGdYpf_dMGRoOpWbzo2Oolzd5RGXZHc3I6GaeH33cLB2UEcsuvbDV8a_OwynR83LHvGt-u3F7FKo-CLRRM,Mitchell Dent,https://lh3.googleusercontent.com/-8rtv-W2UpcA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucltYpXx46B0M5AYFAKPhf3LPll3Ag/photo.jpg,Really good deals at times when you are in need of things.,5,0,3.59.0,2020-06-29 03:33:24,,,newest,com.offerup
gp:AOqpTOG4xYpaVNTIfWkzDFsg8KAlMHJezONuAe9aXrr5Yo-pfpARB-1WSflK6209HKhSTgqGmhu3SBmFZze7k9s,kev E.,https://lh3.googleusercontent.com/a-/AOh14GjWu4DgkgOPx0HVssfjGUIgRrOQj162XzMTNyvN,Easy to use,5,0,3.58.0,2020-06-29 02:45:54,,,newest,com.offerup
gp:AOqpTOFBd3yjnvH2Id8uMVOnisdQ3B2mLhFJ0tgam22TRDoFCYXedNWgG65n5imCRxuV2JV5qm5Xa9JFFXHC5fs,Fernando Ponce,https://lh3.googleusercontent.com/-EBj3-hzCLDk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckCpTtFLOq_UsrLTxWjhEuO56fKnA/photo.jpg,Great place for anything you need,5,0,3.58.0,2020-06-29 01:33:03,,,newest,com.offerup
gp:AOqpTOHAgds6NQAwMijHxmiCbVaWARDoQAHcdvEOTL7ux-NtYDb-iCKKyizaTgmhyZJOTpKia4lUqo2eZ2nkugQ,Daniel Sicairos,https://lh3.googleusercontent.com/a-/AOh14GhuuW_q3eDzeYqfN86tflx9XifX2f51bz5gRF_Mpg,Good,5,0,3.59.0,2020-06-29 01:32:49,,,newest,com.offerup
gp:AOqpTOFmPOTFbfOGomwKdoW-hNPCOyZRg0IrER_eLM_VReQ3jVADi1OFLhdrZpInigMoEzL7KDazEvD7tn4gO4Q,Joey Rogers,https://lh3.googleusercontent.com/-ViPF0yBPSa0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl87RI0WNbfcvD5MyZnPkqfsVGLcw/photo.jpg,Great app,5,0,3.59.0,2020-06-29 01:09:32,,,newest,com.offerup
gp:AOqpTOGJX_D4eIr42QveQMiAoa9skgFXCMDjmnctOw3AoDOeJTZqYV1kI_u23CNY1tgzDnShBSfjHQalGULAHdY,Reuben Rodriguez,https://lh3.googleusercontent.com/a-/AOh14Gi8wF-TH-zS2rwx-g-_qSywnWXZknGknl3GvihdzjE,Great app to buy local and from afar.,5,0,3.59.0,2020-06-29 00:28:13,,,newest,com.offerup
